Line of Business,Client,Project ,Manager/Director,Project Manager,Contract Type,Status,Budget,Assigned To,Review,Internal Completion Date ,Due Date (External),BQE Project #,Region,ISO/TSO/Utility,Technology,Project Source,Notes,Column1
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 3: ERCOT Combined PSSE Model Quality Test AND VRT Tuning –Solar+BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 5: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 8: Reactive Power Compensation Study – Solar + BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 9: Planning Model Data & QSA Requirements Suppor,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"8,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) StoargeTask 2: ERCOT PSSE Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) StoargeTask 4: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) StoargeTask 6: PSCAD™ Model Quality Test – Solar + BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) StoargeTask 7: Reactive Power Compensation Study,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
Generation Interconnection,Total Renewables,Tanglewood (brazoria I) Task 4: Interconnection Support & Meetings ,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"10,000",Anthony Saab,Bikram Bhandari,,1-Dec-25,,ERCOT,,Solar,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,SMT Ironman BESS (24INR0265) T6 - T6 Planning Model RARF & QSA Requirements Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,500",Bikram Bhandari,Joelle Abi Nahed,,8-Apr-24,,ERCOT,ERCOT,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,SMT Ironman BESS (24INR0265) T7 - T7 Full Registration RARF,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Bikram Bhandari,Joelle Abi Nahed,,21-May-24,,ERCOT,ERCOT,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola BESS Task 1: ERCOT FIS Application Update ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"26,000",Ghida Hajj Hassan,Sonjoy Roy,7-Feb,21-Feb-25,,ERCOT,,BESS,,august 2025 QSA,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 1: ERCOT FIS Application Update ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Ghida Hajj Hassan,Sonjoy Roy,7-Jan,21-Jan-25,,ERCOT,,BESS,,august  2025 QSA,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola BESS Task 2: ERCOT FIS Application Update ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Ghida Hajj Hassan,Sonjoy Roy,,1-Dec-25,,ERCOT,,BESS,,duplicate entry,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Al Pastor BESS (24INR0273) T6 - T6 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,000",,,,1-Dec-25,,ERCOT,,BESS,,PM should be revised to SIbin,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 7: Full Registration Data & ERCOT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"15,000",Yara Karam,Sonjoy Roy,11/5/2025,20-Nov-25,202772 T7,ERCOT,,BESS,,4/1/2026 PLD with 12/1/25 Deadline.,
,,Registration Support,,,,,,,,,,,,,,,call with ercot? JJ: APPROVE TIME ENTRIES 11/26,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 8: Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Hold (other reason),"10,000",Lena Barakat,Sonjoy Roy,,1-Dec-26,,ERCOT,,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola  BESS Task 6: Reactive Power Compensation Study ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Georgette Khanfour,Bikram Bhandari,23-May,30-May-25,,ERCOT,,Solar,,august  2025 QSA (use qmin/qmax from dyr),
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola BESS Task 3: ERCOT PSSE Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Yara Karam,Sonjoy Roy,31-Mar,31-Mar-25,,ERCOT,,BESS,,aug qsa- restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola BESS Task 4: PSCAD™ Plant Model Development ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Sonjoy Roy,Joelle Abi-Nahed,25-May-25,30-May-25,,ERCOT,,BESS,,aug qsa- restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola BESS Task 5: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"14,000",Sonjoy Roy,Joelle Abi-Nahed,25-May-25,30-May-25,,ERCOT,,BESS,,aug qsa- restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,SMT Ironman BESS (24INR0265) T8 - T8 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"13,000",,,,1-Dec-25,,ERCOT,,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Wigeon Whistle BESS (24INR0312) T6 - T6 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"10,000",,,,1-Dec-25,,ERCOT,,BESS,,complete 16.5 compliance,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 2: ERCOT PSSE Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Lena Barakat,Sonjoy Roy,21-Mar-25,31-Mar-25,,ERCOT,,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 5: Reactive Power Compensation Study ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Georgette Khanfour,Bikram Bhandari,13-Jun,19-Jun-25,,ERCOT,,BESS,,November2025 QSA,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola  BESS Task 7: Planning Model Data & QSA,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,500",Yara Karam,Sonjoy Roy,4-Jun,16-Jun-25,,ERCOT,,BESS,,45 day checklist,
,,Requirements Support,,,,,,,,,,,,,,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 3: PSCAD™ Plant Model Development ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Sonjoy Roy,Joelle Abi-Nahed,16-Jun-25,19-Jun-25,,ERCOT,,BESS,,November2025 QSA- no restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 4: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"14,000",Sonjoy Roy,Joelle Abi-Nahed,16-Jun-25,19-Jun-25,,ERCOT,,BESS,,November2025 QSA- no restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 10: PSCAD™ Model Quality Test budget expansion,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"6,000",Sonjoy Roy,Joelle Abi-Nahed,16-Jun-25,19-Jun-25,,ERCOT,,BESS,,November2025 QSA- no restudies needed,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone BESS Task 6: Planning Model Data & QSA,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"9,500",Yara Karam,Sonjoy Roy,22-Jul,29-Jul-25,,ERCOT,,BESS,,November2025 QSA,
,,Requirements Support,,,,,,,,,,,,,,,follow up in august on restudies with LCRA/ 45 day checklist,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola  BESS Task 8: Full Registration Data & ERCOT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"15,000",Yara Karam,Sonjoy Roy,18-Jul,28-Jul-25,,ERCOT,,BESS,,"12/3 PLD for 1/13 energization, deadline is 8/1/2025",
,,Registration Support,,,,,,,,,,,,,,,tsp POI/node,
,,,,,,,,,,,,,,,,,send sow for IFC + tetsing,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Carambola T9: Aspen Model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"5,000",Yara Karam,Bikram Bhandari,3/25/2025,31-Mar-25,,ERCOT,,BESS,,,
Generation Interconnection,Union Bank of Switzerland (UBS) ,Backbone T9: Aspen Model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"5,000",Yara Karam,Bikram Bhandari,3/25/2025,31-Mar-25,,ERCOT,,BESS,,TO,
Generation Interconnection,Valor Infrastructure Partners (pelion),TASK 1: GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"10,000",,Behzad Jandaghi,,1-Dec-26,404986,ERCOT,,BESS,,,
Generation Interconnection,Viridity,Saguaro project TASK 1: SRP INTERCONNECTION APPLICATION(400004),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"16,000",Georgette Khanfour,Bikram Bhandari,1/24/2025,31-Jan-25,400004,WECC,SRP,,,,
Generation Interconnection,Viridity,Saguaro project TASK 2: PSCAD™ PLANT MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Georgette Khanfour,Bikram Bhandari,1/24/2025,31-Jan-25,400004,WECC,SRP,,,,
Generation Interconnection,Viridity,Saguaro project TASK 3: PSLF & PSCAD™BENCHMARKING STUDY,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Georgette Khanfour,Bikram Bhandari,1/24/2025,31-Jan-25,400004,WECC,SRP,,,,
Generation Interconnection,Viridity,Saguaro project TASK 4: PLANT ASPEN MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Georgette Khanfour,Bikram Bhandari,1/24/2025,31-Jan-25,400004,WECC,SRP,,,,
Generation Interconnection,Viridity,Saguaro project TASK 5: PROJECT INTERCONNECTION,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",Georgette Khanfour,Bikram Bhandari,,1-Dec-26,,WECC,SRP,,,,
,,SUPPORT ,,,,,,,,,,,,,,,,
Generation Interconnection,Viridity,SRP (saguro) TASK 6: SRP INTERCONNECTION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,000",Bikram Bhandari,Joelle Abi-Nahed,,14-Apr-25,,WECC,SRP,BESS,,SCR=2 worked. wasn't reading the protection setting scorrectly,
,,APPLICATION UPDATE ,,,,,,,,,,,,,,,,
Generation Interconnection,Viridity,SRP (saguro) TASK 7: PSCAD™ PLANT MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,000",Bikram Bhandari,Joelle Abi-Nahed,,14-Apr-25,,WECC,SRP,BESS,,,
,,DEVELOPMENT UPDATE ,,,,,,,,,,,,,,,,
Generation Interconnection,Viridity,SRP (saguro) TASK 8: PSLF & PSCAD™ TESTS UPDATE ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Bikram Bhandari,Joelle Abi-Nahed,,14-Apr-25,,WECC,SRP,BESS,,,
Generation Interconnection,Viridity,SRP (saguro) TASK 9: PLANT ASPEN MODEL UPDATE ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Bikram Bhandari,Joelle Abi-Nahed,,14-Apr-25,,WECC,SRP,BESS,,,
Generation Interconnection,Viridity,SRP (saguro) TASK 10: PROJECT INTERCONNECTION,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,In progress,"5,000",Bikram Bhandari,Joelle Abi-Nahed,,30-Dec-26,,WECC,SRP,BESS,,,
,,SUPPORT ,,,,,,,,,,,,,,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Harper Energy Storage T10 - T10 Dynamic model support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"7,000",Bikram Bhandari,Joelle Abi Nahed,,19-Mar-24,,ERCOT,,BESS,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Lower Rio T8 - T8 Planning Model RARF & QSA Requirements Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,500",Yang Zhou,Joelle Abi Nahed,,19-Mar-24,,ERCOT,,BESS,,studies / IA / models,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T1 - T1: ERCOT FIS RARF & Plant Model Update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"16,000",Anthony Saab,Bikram Bhandari,30-May,31-May-24,,ERCOT,,BESS,,revsie PM to joelle instead of rebecca,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T2 - T2: ERCOT Model Quality Test and VRT  Tuning ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,000",Anthony Saab,Bikram Bhandari,16-Jul,22-Jul-24,,ERCOT,,BESS,,revsie PM to joelle instead of rebecca,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T4 - T4: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"11,000",Anthony Saab,Bikram Bhandari,16-Jul,22-Jul-24,,ERCOT,,BESS,,revsie PM to joelle instead of rebecca,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T5 - T5: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"14,000",Anthony Saab,Bikram Bhandari,16-Jul,22-Jul-24,,ERCOT,,BESS,,revsie PM to joelle instead of rebecca,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Lower Rio T16 - T16 Full Registration Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"17,500",Georgette Khanfour,Dibakar Shil,12-Jul,26-Jul-24,,ERCOT,,BESS,,8/1/2024 deadline for 11/1 PLD,
,,,,,,,,,,,,,,,,,move it to Amir after completion of full reg,
,,,,,,,,,,,,,,,,,16.5 compliance sheet,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T3 - T3: Reactive Power Compensation Study,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"16,500",Anthony Saab,Bikram Bhandari,25-Sep,30-Sep-24,,ERCOT,,BESS,,revsie PM to joelle instead of rebecca,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T6 - T6: Planning Model RARF & QSA Requirements Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"10,000",Anthony Saab,Bikram Bhandari,26-Nov,27-Nov-24,,ERCOT,,BESS,,RFI 11/7,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Lower Rio T25 - T25 PSSE & PSCAD model preparation & MQT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"45,000",Anthony Saab,Behzad Jandaghi,12-May,22-May-25,,ERCOT,,BESS,,.,
Generation Interconnection,"Viridity Energy Solutions, Inc. ", Joliba Energy Storage T2 - T2 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"10,000",,,,1-Dec-25,,ERCOT,,BESS,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS T7 - T7: Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Hourly,Mark as Cancelled,"10,000",Anthony Saab,Bikram Bhandari,,1-Dec-25,,ERCOT,,,,The next step would be Full registration by and IFC models by March 2025,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Lower Rio T15 - T15 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"20,000",,,,1-Dec-26,,ERCOT,,BESS,,bess rfi,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird Dog Task 9 - IFC PSCAD and PSSE Model + MQT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"45,000",Behzad Jandaghi,Joelle Abi-Nahed,12/15/2025,30-Jan-26,400394 T9,ERCOT,,BESS,,use asbuilt from lower in IFC bird dog,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Lower Rio Task 26: ERCOT NOGRR-245 RFI DocuSign Technical,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Can be Invoiced and Closed,"7,000",Anthony Saab,Behzad Jandaghi,,30-Mar-25,100674,ERCOT,,BESS,,,
,,Support,,,,,,,,,,,,,,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS TASK 19: PSCAD AND PSSE PLANT MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"30,000",Behzad Jandaghi,Joelle Abi-Nahed,4/17/2025,21-Apr-25,400394,ERCOT,,BESS,,august qsa,
,,UPDATE AND MODEL QUALITY TESTS – 21 INVERTERS ,,,,,,,,,,,,,,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS TASK 20: REACTIVE POWER,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"15,000",Anthony Saab,Behzad Jandaghi,,21-Apr-25,400394,ERCOT,,BESS,,detailed model/eq model,
,,COMPENSATION STUDY – 21 INVERTERS ,,,,,,,,,,,,,,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird dog BESS Task 21: ERCOT NOGRR-245 RFI DocuSign Technical Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Can be Invoiced and Closed,"7,000",Bikram Bhandari,Joelle Abi-Nahed,,30-Mar-25,400394,ERCOT,,BESS,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",PGE projects T2 - T2 Project Interconnection and General Consulting Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,000",,,,1-Dec-25,,WECC,,,,,
Generation Interconnection,"Viridity Energy Solutions, Inc. ",Bird Dog  Task 8 - Full Registration Data & ERCOT Registration Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"17,500",Behzad Jandaghi,Bikram Bhandari,8/7/2025,18-Aug-25,400394,ERCOT,,BESS,,1/7/2026 PLD (9/1/2025 deadline),
,,,,,,,,,,,,,,,,,follow up sow with additional inverter,
Generation Interconnection,Vistra,Comanche peak Nuclear+ load reactive study,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced - leave open,"30,000",Perla Boulos,Lea El Khoury,4/23/2026,30-Apr-26,404366,ERCOT,,Nuclear+load,,,
Generation Interconnection,Vistra,Permian Basin Task 1: Planning Model Data & QSA Requirements,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,"15,000",Ghida Hajj Hassan,Sonjoy Roy,2/20/2026,10-Apr-26,401787,ERCOT,,Gas,,nov 2026 QSA per 5/27 synch,
,,Support ,,,,,,,,,,,,,,,reactive study pending,
,,,,,,,,,,,,,,,,,fis studies are completed (oncor),
,,,,,,,,,,,,,,,,,"IA completed, executed",
Generation Interconnection,Vistra,Permian Basin Task 2: Full Registration Data Submission & Production,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"25,000",Ghida Hajj Hassan,Sonjoy Roy,10/1/2026,12-Oct-26,401787,ERCOT,,Gas,,12/1/2026 deadline for april 2027 PLD ,
,,Load Date Support ,,,,,,,,,,,,,,,,
TPGEN,Vistra,Midlothian Power Plant Large Load Task 1: ERCOT Transmission Analysis – Summer Peak Conditions,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"20,000",Lena Barakat,Sonjoy Roy,4/23/2025,30-Apr-25,401071,ERCOT,,Load,,,
TPGEN,Vistra,Hays Power Plant Large Load Task 1: ERCOT Transmission Analysis – Summer Peak Conditions,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"20,000",Sonjoy Roy,Joelle Abi-Nahed,5/13/2025,27-May-25,,ERCOT,,Load,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 1.1: PSSE PLANT MODEL DEVELOPMENT &,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"30,000",,Bikram Bhandari,,1-Dec-26,405471,ERCOT,,PV,,PO/,
,,MODEL QUALITY TEST AND TUNING - OPTIONAL,,,,,,,,,,,,,,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 1: PSCAD™ PLANT MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"10,000",,Bikram Bhandari,,1-Dec-26,405471,ERCOT,,PV,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 2: PSCAD™ MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"28,000",,Bikram Bhandari,,2-Dec-26,405471,ERCOT,,PV,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 3: PSS®E AND PSCADTM MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"6,000",,Bikram Bhandari,,3-Dec-26,405471,ERCOT,,PV,,,
,,BENCHMARKING STUDY ,,,,,,,,,,,,,,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 4: PLANNING MODEL DATA & QSA,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"8,000",,Bikram Bhandari,,1-Dec-26,405471,ERCOT,,PV,,,
,,REQUIREMENTS SUPPORT,,,,,,,,,,,,,,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 5: FULL REGISTRATION DATA SUBMISSION &,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"19,000",,Bikram Bhandari,,2-Dec-26,405471,ERCOT,,PV,,,
,,PRODUCTION LOAD DATE SUPPORT ,,,,,,,,,,,,,,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 6: IFC INVERTER AND CONTROL PARAMETER,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Hold (other reason),"30,000",,Bikram Bhandari,,3-Dec-26,405471,ERCOT,,PV,,,
,,SETTINGS ,,,,,,,,,,,,,,,,
Generation Interconnection,Vistra,Dry Creek Solar II TASK 19: ADDITIONAL TECHNICAL SUPPORT & MEETINGS,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"15,000",,Bikram Bhandari,,4-Dec-26,405471,ERCOT,,PV,,milestone tracker,
